,hate_speech,clean_tweet
13120,0,"My nigguh
Me naturally forever be fly"
14332,1,RT BeEasyJrizzy u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy
12452,0,Lil bitch coulda let me go I was right by my house 
14706,0,RT CjayyTaughtHer Eat her pussy when she mad sad stressed mad at you or whatever shit just lay her down and eat her pussy up 
7326,0,xDSmooth follow me back hoe
12833,1,Messy asss bitches  I would blast yall dumb bitches but i am not even gon stoop to yalls level
949,0,RT StrnoChazer Bet yall bitches was deaf to MC Lyte is words about being treated like a queen huh
4616,0,SVL but leemcastro is not even a blogger He does not have the moxy or credentials to do anything by himself and create a brand
21451,0,That is like saying I have had the pinto since  RT ShallowAl TonyClevenger dude I have had an iPhone since the beginning
9561,0,Gotta missed call from yoooo bitch
1388,0,LopezWhs Niggas talk more then bitches these days
13386,0,No matter how hard you try to be rude mfs they keep talking to you like bitch do I know you
21068,0,Someone please bring me Goldfish crackers
5544,0,ashleyrike sick bitch
20502,0,Really wanna go biking downtown The current lack of sunglasses Not cool Not happy Prepare the bitch face
22076,0,This is my sup bitches face httptcomqPqzLgCKf
18284,0,RT Headsyoulose I will write a poem for u hoe httptcojQPzftIw
6841,1,"ploppy 
And you a funny ofay My mammy woulda been happy I made friends wit da folk dat brought us to da new world in chains"
20158,1,RT thecrewfinest XO Me and ma niggah thecrewfinest In the Func fucccccccked upppppp I am Here On
14005,0,RT stBlockRody This bitch always in my pocket 
16304,1,RT LucyyLuux amp when a nigga do not care if you leave it is cause he gotta another bitch he was tired of creeping w anyway 
11751,0,Im smoking good n my bitch conceited  JAYREIDOFFICIAL
11455,0,Ibukis shaved pussy fingered and fucked before her tight little rosebud of an ass isdestroyed httptcokPxRSZVDK
11391,3,I am so sick of u niggers
21789,0,These hoes do not get me in my feelings one bit
734,0,KanyeShrug lol ShainaRakia Thots be like  RT SMCo ShainaRakia only great thing these bitches can offer 
10247,0,I do not want me no good girl I fell inlove with these freak hoes
13087,1,My neice getting so big  She ready to punch on sum bitches lol httptcolRyDtDMQb
2122,1, You messin with broke niggahs you gon be broke niggah 
15038,0,RT DrBrewWatkins Getting bitches httptcodwydRRMv
7764,0,And you a bitch Even when you say you love me you a bitch I pray you crash like Caroline into a ditch
4920,0,TheGamecubeGuy I liked the day a bird got in your classroom
11491,0,If I called you a bitCh then you would prolly hate me  If I called you a bad bitch then you will prolly thank me
8369,0,Ca not wait till I get my full appetite back Only ate a half ghetto sandwich No lettuce no nothing
15547,0,RT Huntermoore RETWEET if you fucked someone is bitch
24032,0,iOS  autocorrect is trash RT NoCanDo My phone be capitalizing the dumbest things
4313,0,ODDBEAST bitch get yo duck ass off my shit
3133,0,ErinSaberSix im  slay bitch im wearin bandos armor cause im so rich i got my slayer helm and my whip droppies
3283,0,GoldieMack hoe told me she was gonna chop my dick off  She was from Baltimore
3681,0,JohnMayer BigggMackkk dont talk to your hoe that way
16546,0,RT MsKeeKees tndyy haha Oreo lol Well I gota do dee is video for his dance soon I can show you how to use equipment and that x
11412,0,I am the crazy bitch that will call you  times in one hour
4342,0,OnThisCloud fuck you bitch
3965,0,LucciDpc What did I prove for you That you are blissfully ignorant Group thinker Political chump and race traitor
11023,0,I want a girl whose pussy smells like tuna
24346,1,people be shooting their guns around here late as fuck got me thinking they tryna shoot my black ass  jammin jiggaboo music
6508,2,kingxxlopez Roberts is a fuckin fag smack the shit outta him
10086,1,I bought a  and went back to the neighborhood and busted that bitch
3764,0,Katiebentel ily hoe cheer up pretti
20497,0,Really ai not nuttin to cut that bitch off
11673,0,If you take a long time to text back you a hoe
20096,0,RT tanishalixpussy no need to compete with other women there is only one of me and shit im that bitch
13757,0,Papoose is trash bro spencereed lol
18305,0,RT KristinNikole zzachbarness Swear AG ugly den a bitch He look like a possum and giraffe mix breed This isnt funny But I died l
5210,0,Yaremisxo way other hoes boo
3535,0,ItsNotHarold I will try tomorrow RT Harold Gonna try and eliminate the word bitch out of my vocabulary I need to start bettering myself
3297,1,GossipCop y do not both of those fat bitches die
10861,0,I said middle school days as in the ghetto way people  and what I am nor here to impress you what are you go httptcoqYpvIKcRfY
1682,0,kbhicks TheKaosYatti fb hoe loldamn next time be nicer  Lmfao
12860,0,Miss these scary hoes  httptcoFzBYsXVz
8723,0,Did la mulatta just refer to herself as a darkie thejournalista huny gwarbucks tygress
4810,0,Swamper Happy Happy Helloween Helloween whoa oh whoa ho helloweenorg httptcoTwjeExqTy
9645,0,Hanging out with guys does not make you a hoe
17167,0,RT SLlMSHADY Can someone show hailie this tweet  bitch blocked me  httpstcoVlpRtMcAs
4916,0,TheDevonClarke nickscott faggot scoon you wanna ball
9353,0,Fuuuuuuuuck that bitch Snowpiercer
20772,1,She was like ima need you to write a statement Bitch write yourself a diet It is always the old people trying to snitch bitch
23423,0,You still can not turn a hoe into a house wife 
12735,0,Man im glad im around to see the redskins go to the playoffs considering it only happens once in a lifetime RedskinsBlow
12196,0,Karma is a bitch so baby you will get yours
8788,0,Do not bring dat police ass nicca round me
17378,0,RT SouthsideVic Keebler elves gone have to make weed brownies when it is legalized In da tree trunk but da trap going crazy Bro that shi
3465,0,IGotOne awe boy you smell like monkey sex
2114,1, Waaaaittt niggah holllllup  these niggahs come to town start wifen my old sluts  
1987,0, GRAND OPENING   TOP CLASS  Oriental Massage  PERFECT  httptcoKiBFLgsZ
12848,0,Might buy your bitch a bag this weekend idk
23857,0,glenladen got life flight to osu and they are saving him do not mess with the birds RESPECT
9054,0,Famous women be the biggest hoes
5374,0,Dutch bitch stop hating on such an immaculate suit
20099,0,RT taylorcaniff I am having a date at Yankee Field then getting kiss cam bucketlist
23677,0,bitches talk hoes talk even more
1289,0,GrumpyCatTalkin I am sorry I offended you when I called you a bitch I honestly thought you knew
5676,0,bygbootiejuliie just FaceTime Doms bitch ass
2060,0, I am that niggah you can show out in public babbbbbbyyyy  lol
23151,0,Yeezus was fuckin trash
17354,0,RT SneakerPics Oreo  is httptcoJxDDoahY
23627,0,bitch goin downnnn hillllll
1219,0,Dedicated Wassup twitter  httptcorNeTkFXmf wassup bitch 
1399,0,"MaRAtheeMODEL Hoe fax  type yo bitch number in google to see if it pops up on back pagE

thank HeartOfAHustlah "
134,0,Goofstroop You a woulda coulda shoulda ass hoe 
7337,0,xblackoutbarbie bitch do not retweet my question Psh Nasty ass ho
10256,0,I done hit bout  threes out this bitch
16536,0,RT MrJSmart Man I would be happy as a fat bitch in Chipotle if Atlanta get Clowneybut its gone cost to go get him and I will be happy w
13650,0,One thing I hate more than Lightskin niggas is a Confused bitch like either you go fwm or you gon fw these niggas 
17737,0,RT TheVoiceOfMiami I wonder how many of yall hoes got homegrown sex tapes online and UOENO
20451,1,RT to spam this bitch ass nigga RT HELLonDAscale Migos httptcoKzQXfzg
13395,0,No one has even eaten a Twinkie in like decades
3024,0,Dietrich I will show up and chug a beer or 
16651,0,RT NikoWavy A lot of bitches like to gamble but not with money They put their emotions feelings and heart on the line
20552,0,Roy Hibbert so trash It is unbelievable
11192,0,I am Pregnant Charlie Brown WorstPeanutsSpecialEver
20972,1,So niggas wanna be bitches and shit wearing flowers and shit smh yall niggas gay
3609,0,JaredReve use monkey maker you prick
19268,1,RT ispeaksarcasms I hate girls that be like  I can not talk to you you got too many hoes Bitch where ya competitive spirit at
9173,0,Frankie is a twat BB
15886,0,RT JusTawana Gvmby This bitch possessed by the thot demon httpstcovHsbgbjrg FUCKING DEAD 
24647,0,we dem birds
15880,2,RT JuicySqueaky Any bitch who need a crowd to fight is clearly easily influenced amp weak minded amp most likely will commit suicide 
11877,0,"It ai not nothing like chasing money cause you have a purpose but chasing these hoes for what 
Vice Versa"
23898,1,has anyone noticed that aliens have flaws too some of those retards have crash landed on earth means they dont know how to drive
18694,0,RT brownandbella YASSSSSSSSSSSSSS RT DearLeader Nothing wrong with Black girls having high dick standards our pussy bomb nigga
21200,0,Stupid bitches deserve to be treated like a stupid bitch
11562,0,If pussy lips could talk ill go down there like it is whispering
5400,0,fckwatchuthink Huntermoore or you know you could just go drink bleach bitch
18484,0,RT posterboi  Lord please do not let this bitch kill my vibe
12096,0,Josef just pitted Slight possibility he can make it the remaining  laps but I highly doubt it Will need yellow IndyFest
4706,0,SimonCowell what a little bitch
12793,0,McCann although not having the greatest of seasons would be a step up from Russel Martin McCann or Carlos Ruiz MLB Yankees
22614,0,What manner of black folk take their kids riding in the ghetto to point out misplaced youth and victimized amp cursed brethren and say
14625,0,RT CauseWereGuys We all know a hoe like this httptcoNvlNxlInW
15283,0,RT FunnyPicsDepot Lmao I hate that hoe already  httptcovRAmPFJL
8893,0,Dumb bitches are one thing that will never become extinct
627,0,bitch my vagina is a little more resilient than that rosestokoe
14701,2,RT Chvntre sometimes I wanna upper cut this bitch but I do not know if she is special ed or not
11463,0,Idgaf about these money hungry bitches
16154,2,RT LeBronVuitton Bain was not no hoe ass nigga at all
19332,2,RT jaymesshaylan fuuck jalens a slow bitch
15902,0,RT JuuMane I walks in Country Kitchen Restaurant to order take out this bitch come ask me Table For One  I look that lonely
12954,0,My auto correct makes me sound so FOB
22296,1,Tweekin hoe 
13486,0,Now my side bitch my main bitch cause my main bitch aint feelin me no moe
9281,0,Fuck the courts How is a  fine add up to  MF dollars bitch
16303,0,RT LuckyLanceJ Life is a bitch You have got to go out and kick ass DrMayaAngelou
11843,0,Iont got no type NAW bad bitches is the only thing that I like
2071,0, Ima young rich niggah Tryna fuck a niggah bitch  My ex a rat the Naybahoods be fuckin on that bitch   I httptcohFnSbuPwma
2889,0,"ConManBO LastGreatStand

And a major league bitch too"
873,0,pornandroidiphoneipadsexxxx  Desi  paki httptcocOfGRtWbr
22477,0,Warriors ai not winning shit if Curry keep playin like a bitch
14963,0,RT DedePayton All hoes are friendly Althea wants to say hi
4893,0,ThatBoyAdo you did not even catch it pussy
10823,1,I put it ona bitch make her bang ma set  I gave this hoe dick  I came I left 
20331,0,RT wizkhalifa Share your feelings but if iss some hoe shit keep it to yourself
23321,0,You got to be a bad bitch for me trip
205,0,"OSAYitaintso IgnoreAllLaws Fosters home for imaginary trash WHOA CHILL

that show was everything tf"
18907,0,RT donnyoraha Dont fucks with u hoe
9852,0,Hoes be like my niggas can not have no hoes but that how he meet yo ass
14197,0,RT AnnTelnaes Halloween candy corn bird httptcokTNbyuTYKw
11152,0,I would kill to meet Charlie Sheen
18212,0,RT YungMizzo I got money I do not need u bitch
11409,0,I am thankful for dem big booty hoes doe realtalk
17392,0,"RT SportsCenter A WILD one in the Bronx
Yankees score  runs in bottom of th to take  lead over Red Sox
The halfinning took THIRTY"
10924,0,I swear nobody actually cares about Valentine is day unless they are single amp jaded and want to bitch 
10983,0,I titty wrecked ya bitch
22594,2,What a wetback looks like when he gets caught crossing the border Ilovebamf httptcojUfTYubO
4276,0,NikkiNigro lucky bitch
20635,0,"School
Schoo
Scho
Sch
Sc
S
St
Sta
Stay
Stay h
Stay ho
Stay hom
Stay home"
14494,1,RT BrooksBeau Follow spree cunts Just retweet this followmeBeau
19369,0,RT joerogan Dear everyone using natural deodorant it is not working you stinky bitch
22964,0,Women can not do something called live lifeApparently that is being a hoe
9239,0,Fuck around and get your honeybun took in that bitch with all that crying nigga
7026,0,shik DOPSweet OhKKoKo lol I talked to a lady who said having a clean shaven vagina at a Doc visit comes off as hoeish She was old
7946,0,Baseball is not the same without the Yankees in the playoffs amp basketball is not the same without the Lakers in em
8885,0,Dumb ass bitch i swear
21488,0,The DMV system was recently restructured on the narrative outline of Dante is inferno Only edit Dante is a fat pissedoff cunt
9019,0,Everywhere you look all you see is hillbilly deluxe Big timin in a small town smalltownproblems neversaiditwasabadthing brooksndunn
20625,0,Say it is all about the hoes when it is all about ou even when I am with my hoes I tell em all about you
2473,0,ArcticFox everybody mocks Obama Hes an embarrassment to the USA
11991,1,It is weird but I miss Robertson Screwdrivers  gt From toque to mickey ten Canadianisms  httptcoLUFaCmlo via nationalpost
208,0,PRETTyBOSsBRAt We do not love these hoes 
19855,0,RT prettycha Monkey see monkey do hoes
11484,0,If Ashton is trash then what does that make me Come on guys someone like Ashton can not be trash he makes too many people smile
4005,0,Machell i hope you get better soon colds are for the birds
23215,0,You a hoe and errbody know
19631,0,RT marksidaway Last time xfactor auditions came to Dublin I auditioned MaryByrneMusic and NiallOfficial And a man in a blue monkey s
18449,0,RT haleybeeee Im a boss ass bitch MostDoubtd EmilyMorring
13527,0,Offensive line is trash
16415,0,RT Medzu not all black girls are ghetto though
11615,0,If you ai not Stevie J is bitch of course you will call him the scum of the earthHis bitches hooked while they are upset though
1684,0,"nicolehayley ThompsonEra ahhh you know who So smart Donny  but YES RT 

Yass I am glad you speak your mind to these faces hoes"
8656,0,Dat nicca had Jordan cleats
13752,0,Painting bitches on rooftops bc bitches love rooftops
19270,0,RT ispeaksarcasms the nigga with no future always have the most hoes
16637,0,"RT NickBratton I wish my parents bought me a car man
People bitch about not getting what car they want when they want it and its free"
16599,0,"RT Nachumlist Charlie Rangel The Things We
Believe in Are Spiritual Damn Things httptcoNwgiJmjia"
14360,0,RT BeyondBanksy BreakingNews streetart graffiti new mural by duo EtamCru in Rome Italy morning breakfast coffee trash httpt
12497,0,Lmao look at these hoes RT RareHipHopPic httptcolOCEXeRcd
16680,0,RT NoHoesNextDoor Mimi so proud to be a hoe
3841,0,KingMurphy pussy
3178,1,FlawlesSDv TehDucKii pussy ass bitch
5645,0,boxingscene RPopBox BronzeBomber boxing this Charlie Z really does need mental help check this out httptcoCkBSWcZu
21825,0,These little girls at Simons were telling me they like my huf socks bitch go home amp do your homework
20578,1,SO to this hoe tonight ol hating ass httptcoHIttyZ
6442,0,kiefferjason bitch u describe both of those terms
16488,0,RT MitchellRosee It is annoying when ppl follow to unfollow Like bitch I was trying to be considerate 
21951,1,This bitch could not pull a ugly desperate dike if she wanted
14868,1,RT DJZeeti If her hands and feet dirty RT KingSimi DJZeeti how can you tell if a girl pussy stink before actually gettin in her pan 
4092,0,MidnightSnacka Nick u look like that fat kid on Charlie walker the that got stuck it the chocolate tube
18409,0,RT iamjazz shaaaaayy i wish i was born in a different generation  cause yall just make my pussy bones hurt  sicken ass children 
17953,0,RT UrbanEngIish SHARKEISHAD  To lose one is face due to the brute force of a knockout punch Dat bitch got sharkeisha would
16257,0,RT LmaoSoFunny Kicked the soul outta dis bitch httpstcoxWHYdPU
3789,0,Kelseyyvirginia im talking about the pucture of the pussy cat you nit twit
9679,0,Hate a hoe that think relationships are seasonal Winter comin Let me get me a boyfriend Sound dumb as hell
5611,0,bigksmoove them hoes look good
18892,1,RT divontephotos Momma said no pussy cats inside of my dog house
13415,0,Noap Not taking them RT TiffNCompany Maca root pills making my vagina do the wop
1550,1,TeeNaaasty Half yall hoes still got nut in yall baby hairs  shut up  httptcoYyFCNfqZPc
6510,1,kirbys JamesKirby fuck you bitch
5183,0,WyattNuckels who do you think I am bitch
14040,0,RT LorA im pregnant ass bitches  matter fact ima slip down the steps ass bitches
8079,0,Bitches cheat on they bitch But be SOOOOOO HURT when they bitch cheat back
4059,3,MaxwellLarsen your a cunt
2500,2,"AustinG answer my snapchat faggot 
butthurt"
19813,0,RT ppsson iamlexj Lastnight  HalloweenCostume httptcoUzOHFRzG hoe that is your work outfit
15595,1,RT IceTeaa The hoes yall chase want me 
10987,1,I told that bitch IDGAF about a Benz bitch
6933,1,rilantis I was hoping you went with the Mr Chow part on hangover  But did you die Dumb bitch ass sloot
15295,0,RT FunnyPicsDepot this bitch at the mall shaped like mr incredible httptcoLCuVNznWm
7682,0,Already scratched off mines RT KingHorseDick Paying for pussy still on my bucket list
7380,0,zmbiedance I know bitches Let is do something this weekend Let is bake
24066,0,ill call you bitch for short as a last resort and my first resort
21426,0,That pussy sooo good 
21313,0,Tell your bae ho tre testicoli it means I love your eyes in Italian
18822,1,RT daberellla pop a Molly why do not you hoes start poppin some birth control 
12813,0,Me when folks try to come for me  Ok hoe cool httptcoQduFiVVwHa
17414,0,RT StealUrGirlBush Like honestly if you are embarrassed to be around someone because of how they look you are trash
5457,1,aaryneliza im  n I hate elissa a fake ass cunt
1189,1,CiscoAllDay If Miley really got knocked up by Juicy J that shit is wild  did not he say u say no to ratchet pussy Juicy J can not
7212,0,tsjwashington No matter how much you bitch and complain America is in better shape to how Obama found it PERIOD
17264,0,RT Shakestweetz Friends of philbarron javachik has let me know that Phil is very ill His infection has gone septic and he is fightin
16077,0,RT Krislisisms Hot  trash
11650,0,If you hoes stop shaving I am running around spraying nair on all of yall
23455,1,You are a bitch dawg A straight bitch
4073,1,MeekMill u really got these coons out here dreaming
16218,0,RT LilReese I ai not chasin no hoes I got asthma lol
22999,0,Wow No yellow yet  Pagenaud and Marco screwed Maybe no yellow coming
3842,0,KingMurphy stop being a pussy
22661,0,When I see a fine bitch I do not get excited
3060,0,DoughBoyFreco hahahhaha he had mad bitches 
1275,0,GaryTweets It is my dogs birthday  you should get it a bad bitch  punny
13333,2,Niggas gossip like hoes man I ai not wid that shit
16221,0,RT LilReese This bitch must b from Jojo world 
7507,0,After seeing Kansas play Duke a couple weeks ago I could tell you I am surprised that Charlie Weis has been let gobut I am not
6126,0,iLLEGALLYBadd my boy said this last night I will be in the gym Bc I refuse to be sloppy like these bad built bitches lol
16643,0,RT NicoleOrozco Kansas bitch LongHairDontCare CountryGirl Ohio YoureWelcome LoveThisGirl Cle LoveIt httptcoLLWIMTCUG
9113,0,First tbt best and drunkest Yankees game ever wheresColman everclear httptcopKnLCylu
17282,1,RT SheSeauxSaditty Yall act like your pussy did something magical because a nigga suddenly did not pull out Naw he just did not pull out
24017,0,i was lit den a bitch last night
3719,0,JunDishes thank god I am just an  old redneck bitch from Memphis Tn And not a troll
24532,0,then yall tweet about not trusting hoes like that shit ai not common sense already
9122,0,First thing she wit ya next minute she against ya like that hoe from the clippers
403,0,thejudyann annoying bitch that I love httptcooxlQvQBrC JUDYANNS SO PRETTY
19986,0,RT scottiken It is settled The Ding Dong is far superior than the Twinkie
13506,0,OKC nigguh
16511,0,RT MostDope That shit could break you down if you lose a good girl I guess you need a bad bitch to come around and make it up
69,1,Almightywayne Fuck Red Malone man bitch ass niggah could you please use complete sentences
17623,0,RT ThatsComplex Hate shit like this bitch can not make a decent meal but can take a hell of a thirst trap httptcouHaONTJDw
20945,0,So excited for tomorrow amp Saturday amp then just being a lazy bitch on Sunday 
18054,0,RT WhenRapperSaid When Joey Bada said Traded in my Nikes for a new mic I guess it is safe to say he sold his soles for a new life ht
14932,0,RT DannyTanner highest score on flappy bird cant be beat httptcoIqgsWiPDC
11536,0,If anyone wants to bring me a sweet tea to my party That would make my bday perfect Well that and cracker barrel 
20223,0,"RT trayngga  Smh  RT WombRaider HOFSportsTalk Yoo  httptcoSqZTvpv

What a fuckin EGO bust pussy"
4196,0,Mrste wake and bake before school hoe 
7668,2,Allergies have my eyes all red and chink eyed I look like I am stoned
5458,2,aasthaxoxo oh shut your mouth i was talkin about the morning you fag
5134,1,WesvL faggot
23184,0,Yo bitch like to get cute and go the movies mane my bitch like to get fine and go to the gun range
6661,0,meaghanyockey DoltYourselfs annacoman Thanks for saying hi today bitch
1546,0,TaeCocky This bitch childish af httpstcoZKmOrsn one of my sisters would have had to crash her 
8697,0,Dem niccas run plays too quick
4882,0,ThatguyJeff fuck them bitches I hope Navy beat em THIS week thejournalist Trail
553,1,She is from Florida so you have got to do the sniff test in those swamp pussies 
9065,2,Faux Noise pundits do not like duck molester proslavery racist homophobic teabagger darling Phil Robertson either httptcogtZVgqXY
1265,0,FunnyPicsDepot how black bitches drive when they song come on httpstcouOmKJYKellieNehls smichellelo
12992,0,My bitches cleaning httptcocgdXrzOw
1450,1,NotGrimey BobbyBudnic My brother a faggotsmh
16874,0,RT PatVPeters Texas ranchers Terrorists reportedly caught at border feds clam up httptcovynDzbpH
13692,1,Only we would cut our best tight end and resign a trash nigga who can not make a play to save his life
12289,0,LMaoooo IGiveEmNathan Jesus healed folks wit Leoparcy but yall hoes wanna get leopard print tattoos
12117,0,Just cause you be on every party seen dont mean you bad bitch
4258,1,Negroizzle AnastasiaPacana IHeinz RlentlssTrll MOverture i trusted you queer cakes wheres the passion she made me do it dammit
19627,0,RT mandylea I have talked too much trash for OU to lose today
9450,0,Glad I ai not got no bird legs 
7012,1,sevensixxx oldirtyjesus great reply except it was trash
20597,0,Sadboy bitch we worldwidee
9074,0,"Feel like i aint did this in a while  let me warm up 
Eat that pussy for a half an hour got her goin nuts"
11468,0,Idgaf if that is sounds illogical this Twitter bitch
11958,0,It is my main bitches st ayyyeeee nikkiconner happy birthday babbbyyy
17686,0,"RT TheMichaelRock answers phone

Coworker There is a dead bird outside

Me Wanna split it

CW What

Me Sorry finders keepers ri"
848,0,mt commission gouache tiki wahine monkey tubed surfing wavesliding waterwalker notkook httptcoviiSmGRm
7478,0,AHHH karmas a bitch
7407,0,A bad bitch who knows her carsgtgtgt
20391,0,RT xxlowkeychayy I let these bitches talk that is just free promotion 
24512,0,the craziest hos for no reason on TV hands down are Teirra Marie however ghetto way she spell it and Siah is cute ass girl
21094,0,Son of a bitch
6514,3,kittennugget stfu dyke looking hoe
5092,0,VictorB KHShan yea you do not live down here I guess We still got roofs that are not fixed from Charlie and Jeanne
21403,0,That last tweet was just song lyrics I do not really like bad bitches I like pretty chicks Bad bitches cheat too easily and too often
8890,0,Dumb bitch do not know her colors 
5742,0,claireming get some orange hoe
6121,0,iGivePussyCPR monkey amp his cigarette He is dead serious 
6283,1,jordan heydenbunsyolo birdlovin shut yo cracker jack buck teeth ass Am a native and a nigga the best kind
875,0,pornandroidiphoneipadsexxxx  Erotic  Erotic and wild tits and pussy fucking httptcoHkCjc
22315,0,Two hoes RT xoxoimaunicorn yall know what we are  httptcoxljzWBtkr
7363,0,yobritttany wagon burner Jk jk you did look pretty Latino here
14062,0,RT ACHussle Real RT iHitModelsRaw All jokes aside the hoes I know some of the coolest women I have ever met
1386,0,LivefromtheA These Niggaz bitches hiding behind gangs they ai not in   
13170,0,NEVERMIND I FOUND THEM in the trash
10888,0,I show love to everybody not on joe time i just hate stuck up people thats hoe shit
525,0,Mine plays DMX and kirk Franklin smh justcallmeBRIT Well my neighbors are ghetto  They get up at like am and beat their kids
4203,0,MurphMcMahon I swear I thought you were describing a pussy I gotta go to bed
8981,0,"Every nigga can make a female act like a bitch
ThatsAFact"
6956,0,salomethebe u calling me a pussy but your the one talking shit and making excuses after getting your ass beat stfu with the talking
21074,0,Someone tell the royals to stay home there trash
14818,0,RT CuhCuhCuh if a bitch tell you she got cheated on more than times its somethin wrong with that hoe cuh
8971,0,Ever pop a bag of chips and that bitch bust open on the end facing the fuckin floor
17541,0,RT TMart Jaheim Donell Jones Lyfe Jennings Ginuwine Charlie Wilson Dru Hill NEXT Jodeci Tyrese and etc  bring THAT type 
13442,0,Not even  and I have already smoked out  countries bitch I do what the fuck I want
17344,0,RT Smiilze I am finally finished work I am going to have to chug this bottle of wine to catch up to you guys Challenge accepted
10508,0,I hate when my best friend gets a new bitch and barely chills with me
5796,0,dalmesquita you to bitch
18424,0,RT allaboutAshley When will you guys leave that childish pussy alone Get that sophisticated pussy
20966,1,So much white trash at this demo derby  
2170,0, but bitches catch feelings after all the damn time
16607,1,RT NatexHate Fuck that cock sucker hulk hogan put him in camel clutch fuck his ass make him humble bitch
23628,0,bitch gon bounce when boosie rapping dey probably scared not too
5778,1,crushwb sup my nigga cracker home boy what ya know that  blah forget it hey to ya
210,0,Patsfanjoe dpalomino I think worst advice I gave you was  do not be a pussy and speed up lol
23989,0,i just realized me and DirkAlisic have been talking shit to each other nonstop for the past  hours stop texting me bitch
13284,1,Nigga getcho bitch treat her how she wanna be treated but I ai not triccin 
15587,0,RT IamMrEchols  times outta  a bitch gonna know if she a hoe or not
24355,0,pregnant at the same time and bitches think that is cute
13040,0,My goal one day is to own a nice Rolex and wear that hoe everyday
15199,0,RT FleeBiscuit Girls with anchor tats are hoes
24324,0,one deep in my phantom ghost bad bitch with me excuse me where my manners go
9915,0,How do ask a broad to JUST eat her pussy
598,0,Yaoooooooo yeaimJAMAICAN Mawnin yardies 
909,0,rejectedpeanutsspecials Its The Grape Crackhead Charlie Brown
19665,0,RT michael Come On Yankees Lets Keep This Game Going We Must Win
4171,1,Mrdamngoodu you tink u done made a funny nigga come lookatathehoodgt I got nightclubs trannies crackheads dealers COME AT MEgt
146,0,ItsYahBoiRay anelylove if I do not get my dick sucked at yo party by a bad bitch I am fr gone set it off  by anelylove 
9387,0,Gave that bitch an E pill  Bitches love fucking wit they EX
4922,0,TheIronPony You rebel Next you will be ripping mattress tags off It is a slippery slope
11224,0,I am about to post my Charlie Clips vs Yung ill rap battle review in a few
576,1,U got my K bitch niggaAl Haymon to Antonio Tarver
14860,0,RT DFkinLopes Lying ass bitch httptcovGUClaeNnt
6641,3,mattchu RyanRiehle I will do that if you agree to take your Ethiopian starvin looking nigger ass back to Africa BuyFoodLittleGuy
19597,0,RT lynnsinger sexilexi Freeze bitch i am gonna steal your heart httptcoRDQDYMvKjT
3874,0,LLTJae kolbyXdelce this hoe 
5142,0,WhoDey Sum bitch that looks good Where does a man such as myself pick up one of those
1506,0,SEMLIVE Leave all the bitchin to bitches
8124,0,"Bobby bitch Dickhead OprahSideNigga TOP  BOBBY SHMURDA SONGS
 HOT NIGGA

"
8572,0,Cut them niggas off they aint yo friends  Cut them bitches off they just pretend
14731,0,RT CloydRiversPics Ran outside mullet flowin nips shown Shotgunned a cold one and yelled Saturday welcome back you sexy beast Mer
6603,0,luchadora so was slavery prohibition and not letting women to vote segregation jim crow laws etc etc i can do this all day lol
8205,2,Bruh RT shareps He def wanted to call L Rock a nigger in that last RT LMAOOOOOOOOOOOOOOOOOOOOOOOOOOOO
2003,0,ampamp some of you hoes too httptcoyJPSMASk
2612,0,"Bitterchick 
Dat means get the fuck out hoe I be thinkin"
11032,0,I want some monkey bread
21186,0,Strong jaw ass bitch
531,2,Nah its You NoMeekJustMilz  yo i thought some photoshopped my face on that faggot smmfhi hate yall httptcoefkQQT
18249,0,RT BeautifulKeezy sofpizzie These hoes gonna be stunting in Florida with the pussy
1563,0,TheRealMFast I hate this shit like why yall bitches think that is cute httptcoUXSzeXGUjUlttotal clothing violation
23033,0,Yall hoes believe anything though
4010,0,MaddSlander  welcome back b without your daily rants my TL was trash af
164,0,KnightfanNeal UCFPINKPARTY come on stay alive knights nation This is still the early bird special ComeAtMeUT
20171,0,RT thewayoftheid Viola Davis sans wig is still stuntin on you hoes in the most classically beautiful way HTGAWM
13616,2,On UPenn campus all the black chicks here are trash but they are gonna be paid
2425,0,AmandaShow bet that some good pussy
3329,0,HALYgang she was a dirty bitch always beggin for microwaves and catchup and shit so mufuckas always be like BYE Falicia
9097,0,Finally got an updated pic with angel wing colored httptconWNqRtXd
11793,0,In case you forgot hoe I been up since  on the dot made  dollars at work and still have not slept
10482,1,"I hate tht hoe I make it SO hard just to talk dont I I get off topic Dont I
 I get it poppin Dont I I will end up stoppin Wont I"
22877,2,Why does this faggot in front of me have to get two dozen doughnuts right now get the fuck on
23993,0,i love how when it was airing everyone loved kill la kill but i was like no its fucking trash and now everyone who loved it hates it
9597,0,HAHA BASEDNAFRICAN If ANY of you bitches even THINK about attacking me in the elevator httptcocpCiQria
7893,0,Baby moanin  got me zonenn  I want this bitch next me  pussy like ecstasy  
12317,2,Late night phone convos with my hoomie that nigga a gook
729,1,IndigenousPeoplesDay right Because these redskins had a lot of queens right nomg sofunny
5975,0,foreverschmoked vertical nip barsI already have horizontal ones so I think it will look hella cute
15963,0,RT KattWilliams A MILF is a sexy ass mom over  If you are  you are just a bitch with a baby
11848,0,Is Hillary the dodo bird candidate httptcoFyoSiJm via worldnetdaily
18347,1,RT ThatGirlKhaila Yo hoe will get slayed 
